Id,Name,Level,Class,SubClass,VendorBuy,VendorSell,MarketValue,MinBuyout,Quantity,NumAuctions,HistoricalPrice,RegionMarketAvg,RegionMinBuyoutAvg,RegionQuantity,RegionHistoricalPrice,RegionSaleAvg,RegionAvgDailySold,RegionSaleRate,,0.176373596
4358,Rough Dynamite,10,Consumable,Explosives and Devices,120,30,445732,284500,75,4,1677269,237992,229186,42,679928,198848,0.9,0.03,,
4360,Rough Copper Bomb,14,Consumable,Explosives and Devices,240,60,720357,737700,47,3,541155,187951,199582,25,293583,877,0.18,0.01,,
4365,Coarse Dynamite,20,Consumable,Explosives and Devices,300,75,541878,550700,75,5,508530,154518,156754,28,205072,4821,0.18,0.01,,
4366,Target Dummy,17,Consumable,Explosives and Devices,300,75,27957792,2217100,22,4,17039513,983890,1111895,12,1177975,853055,0.24,0.03,,
4367,Small Seaforium Charge,20,Consumable,Explosives and Devices,600,150,35689643,0,0,0,76160852,38145985,47441190,3,46440889,216984,0.12,0.06,,
4370,Large Copper Bomb,26,Consumable,Explosives and Devices,700,175,2721663,2069600,19,3,1754997,465698,539235,8,747493,911819,0.99,0.11,,
4374,Small Bronze Bomb,29,Consumable,Explosives and Devices,800,200,79221100,1446700,2,1,15101727,805412,1330500,2,655370,60,0,0,,
4378,Heavy Dynamite,30,Consumable,Explosives and Devices,1400,350,3752358,4632500,7,3,5237905,1641562,1056038,8,2026324,1387270,0.48,0.06,,
4380,Big Bronze Bomb,33,Consumable,Explosives and Devices,2000,500,0,0,0,0,6548,910112,1484521,11,780020,590147,0.77,0.07,,
4384,Explosive Sheep,30,Consumable,Explosives and Devices,4000,1000,251500,0,0,0,2510649,2256807,1967273,17,1556899,929818,0.48,0.04,,
4388,Discombobulator Ray,32,Consumable,Explosives and Devices,4000,1000,0,0,0,0,299990000,96536313,116265935,1,106360109,8113712,0.08,0.08,,
4390,Iron Grenade,35,Consumable,Explosives and Devices,2000,500,20700,0,0,0,60350,139746,255275,9,165612,0,0,0,,
4391,Compact Harvest Reaper Kit,35,Consumable,Explosives and Devices,16000,4000,0,0,0,0,0,192175348,209494510,2,151415353,0,0,0,,
4392,Advanced Target Dummy,37,Consumable,Explosives and Devices,10000,2500,0,0,0,0,0,40407892,46138168,5,43015612,13485072,0.1,0.05,,
4394,Big Iron Bomb,43,Consumable,Explosives and Devices,3000,750,151100,0,0,0,7678394,11572606,13072746,15,10135320,2542776,0.52,0.04,,
4395,Goblin Land Mine,39,Consumable,Explosives and Devices,6400,1600,0,0,0,0,0,268659961,175253911,4,208592589,0,0,0,,
4398,Large Seaforium Charge,40,Consumable,Explosives and Devices,3600,900,0,0,0,0,2.00E+05,171960637,119945870,6,228024638,0,0,0,,
4403,Portable Bronze Mortar,33,Consumable,Explosives and Devices,8000,2000,0,0,0,0,0,944837609,917963300,1,1037385475,0,0,0,,
4405,Crude Scope,12,Consumable,Explosives and Devices,500,125,102319,10100,2,2,129003,510278,622015,5,579723,329289,0.04,0.04,,
4406,Standard Scope,22,Consumable,Explosives and Devices,2400,600,4774147,8898200,8,4,5297378,7719060,5434484,6,7983573,4510723,0.92,0.23,,
4407,Accurate Scope,36,Consumable,Explosives and Devices,4800,1200,40084,11800,1,1,1114545,3721777,4770413,8,3733072,2236129,0.21,0.07,,
4852,Flash Bomb,37,Consumable,Explosives and Devices,1200,300,0,0,0,0,0,1135491023,1235434840,1,1300368917,0,0,0,,
5507,Ornate Spyglass,27,Consumable,Explosives and Devices,2400,600,3357342,3500900,8,8,3420321,3779626,4327324,2,3844469,2042957,0.03,0.03,,
6714,Ez-Thro Dynamite,25,Consumable,Explosives and Devices,300,75,0,0,0,0,5000,641465,558250,5,385538,376979,0.7,0.14,,
7148,Goblin Jumper Cables,33,Consumable,Explosives and Devices,85,21,291882908,0,0,0,291882903,95397601,94613420,1,87280555,13220100,0.03,0.03,,
10507,Solid Dynamite,35,Consumable,Explosives and Devices,1400,350,50840,0,0,0,37298662,5936433,4838734,24,9316904,1254119,0.76,0.04,,
10514,Mithril Frag Bomb,43,Consumable,Explosives and Devices,3000,750,231100,231100,3,1,2035766,1261761,1388026,14,2678308,2250,0,0,,
10546,Deadly Scope,42,Consumable,Explosives and Devices,6000,1500,0,0,0,0,35030643,16831712,15930204,2,21511564,10906307,0.03,0.03,,
10548,Sniper Scope,48,Consumable,Explosives and Devices,10000,2500,0,0,0,0,0,90458045,79440450,2,74551203,65104142,0.05,0.05,,
10562,Hi-Explosive Bomb,47,Consumable,Explosives and Devices,3000,750,533022,592200,88,2,527648,969844,1047786,47,868379,383243,1.14,0.03,,
10586,The Big One,45,Consumable,Explosives and Devices,3000,750,0,0,0,0,0,153603252,149451763,2,212607317,1180,0,0,,
10646,Goblin Sapper Charge,41,Consumable,Explosives and Devices,2000,500,0,0,0,0,0,102279786,194372075,1,84944337,142025,0.11,0.11,,
10978,Small Glimmering Shard,20,Consumable,Explosives and Devices,0,0,0,0,0,0,0,38822,40399,175,38822,0,0,0,,
10998,Lesser Astral Essence,20,Consumable,Explosives and Devices,0,0,0,0,0,0,0,21239,20400,11,21239,0,0,0,,
11082,Greater Astral Essence,25,Consumable,Explosives and Devices,0,0,0,0,0,0,0,171344,247999,35,171344,0,0,0,,
11083,Soul Dust,25,Consumable,Explosives and Devices,0,0,0,0,0,0,0,47920,68497,19,47920,0,0,0,,
11084,Large Glimmering Shard,25,Consumable,Explosives and Devices,0,0,0,0,0,0,0,64906,89999,7,64906,0,0,0,,
11134,Lesser Mystic Essence,30,Consumable,Explosives and Devices,0,0,0,0,0,0,0,104438,49999,2,104438,0,0,0,,
11135,Greater Mystic Essence,35,Consumable,Explosives and Devices,0,0,0,0,0,0,0,96212,25200,22,96212,0,0,0,,
11137,Vision Dust,35,Consumable,Explosives and Devices,0,0,0,0,0,0,0,103375,63999,41,103375,0,0,0,,
11138,Small Glowing Shard,30,Consumable,Explosives and Devices,0,0,0,0,0,0,0,30726,19800,15,30726,0,0,0,,
11139,Large Glowing Shard,35,Consumable,Explosives and Devices,0,0,0,0,0,0,0,169263,149500,12,169263,0,0,0,,
11174,Lesser Nether Essence,40,Consumable,Explosives and Devices,0,0,0,0,0,0,0,330705,423999,9,330705,0,0,0,,
11175,Greater Nether Essence,45,Consumable,Explosives and Devices,0,0,0,0,0,0,0,710394,679999,20,710394,0,0,0,,
11176,Dream Dust,45,Consumable,Explosives and Devices,0,0,0,0,0,0,0,55237,49199,36,55237,0,0,0,,
11177,Small Radiant Shard,40,Consumable,Explosives and Devices,0,0,0,0,0,0,0,10804,10200,3,10804,0,0,0,,
11178,Large Radiant Shard,45,Consumable,Explosives and Devices,0,0,0,0,0,0,0,1214020,2018348,3,1214020,0,0,0,,
11590,Mechanical Repair Kit,40,Consumable,Explosives and Devices,1000,250,0,0,0,0,0,2079676,3465300,3,3273698,253252,0.18,0.09,,
11818,Grimesilt Outhouse Key,43,Consumable,Explosives and Devices,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
15993,Thorium Grenade,52,Consumable,Explosives and Devices,6000,1500,0,0,0,0,2.00E+05,2092950,2541012,5,1884576,21280,2,0.2,,
16005,Dark Iron Bomb,57,Consumable,Explosives and Devices,5000,1250,0,0,0,0,0,12553557,0,0,579069615,0,0,0,,
16023,Masterwork Target Dummy,55,Consumable,Explosives and Devices,40000,10000,0,0,0,0,3.00E+05,219027365,237987333,1,552879947,0,0,0,,
16040,Arcane Bomb,60,Consumable,Explosives and Devices,16000,4000,0,0,0,0,0,8141116,0,0,25784389,0,0,0,,
17716,Snowmaster 9000,38,Consumable,Explosives and Devices,30000,7500,0,0,0,0,0,76250914,77021318,2,68685440,45561573,0.02,0.02,,
18232,Field Repair Bot 74A,60,Consumable,Explosives and Devices,40000,10000,0,0,0,0,14014787,35492283,34110747,9,36508608,18056040,0.8,0.1,,
18283,Biznicks 247x128 Accurascope,60,Consumable,Explosives and Devices,100000,25000,0,0,0,0,0,636325434,709977914,2,555876066,441443739,0.1,0.1,,
18587,Goblin Jumper Cables XL,53,Consumable,Explosives and Devices,8000,2000,0,0,0,0,0,625580157,774766711,1,837195589,35080500,0.08,0.08,,
18588,Ez-Thro Dynamite II,40,Consumable,Explosives and Devices,800,200,0,0,0,0,16600,515582,684725,5,797015,227221,0.25,0.05,,
18594,Powerful Seaforium Charge,55,Consumable,Explosives and Devices,12000,3000,0,0,0,0,250000,37214394,39311100,1,66607316,0,0,0,,
18641,Dense Dynamite,45,Consumable,Explosives and Devices,2000,500,230700,230700,20,1,2913305,275178,310941,18,467465,1093806,8.5,0.5,,
18645,Gnomish Alarm-o-Bot,53,Consumable,Explosives and Devices,12000,3000,0,0,0,0,0,39599491,47863655,4,37011673,4754275,0.27,0.09,,
18660,World Enlarger,1,Consumable,Explosives and Devices,30000,7500,58339603,0,0,0,101279615,66298319,60932489,1,77670664,30649303,0.03,0.03,,
18984,Dimensional Ripper - Everlook,60,Consumable,Explosives and Devices,20000,5000,0,0,0,0,0,284679382,257552343,1,252435590,728908,0.02,0.02,,
18986,Ultrasafe Transporter: Gadgetzan,60,Consumable,Explosives and Devices,20000,5000,470160655,480457300,2,2,522500048,268113383,237569479,1,215072495,84501845,0.05,0.05,,
19707,Red Hakkari Bijou,61,Consumable,Explosives and Devices,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
19708,Blue Hakkari Bijou,61,Consumable,Explosives and Devices,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
19709,Yellow Hakkari Bijou,61,Consumable,Explosives and Devices,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
19710,Orange Hakkari Bijou,61,Consumable,Explosives and Devices,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
19711,Green Hakkari Bijou,61,Consumable,Explosives and Devices,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
19712,Purple Hakkari Bijou,61,Consumable,Explosives and Devices,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
19713,Bronze Hakkari Bijou,61,Consumable,Explosives and Devices,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
19714,Silver Hakkari Bijou,61,Consumable,Explosives and Devices,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
19715,Gold Hakkari Bijou,61,Consumable,Explosives and Devices,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
20725,Nexus Crystal,60,Consumable,Explosives and Devices,0,0,0,0,0,0,0,46262,47498,43,46262,0,0,0,,
22728,Steam Tonk Controller,55,Consumable,Explosives and Devices,20000,5000,1.00E+05,1.00E+05,9,9,99574482,19478619,23547347,2,22064030,3212074,0.02,0.02,,
23736,Fel Iron Bomb,60,Consumable,Explosives and Devices,10000,2500,538625,427200,63,5,434488,3171973,3362672,25,4212215,953328,0.48,0.03,,
23737,Adamantite Grenade,65,Consumable,Explosives and Devices,10000,2500,11441629,3700,33,3,547924,9463276,7546170,14,10423254,4300,0.1,0.01,,
23764,Adamantite Scope,67,Consumable,Explosives and Devices,10000,2500,0,0,0,0,438622199,155324112,131758584,2,134135633,35750678,0.05,0.05,,
23765,Khorium Scope,72,Consumable,Explosives and Devices,10000,2500,0,0,0,0,0,486119892,548808871,1,293742356,0,0,0,,
23767,Crashin' Thrashin' Robot,55,Consumable,Explosives and Devices,20000,5000,42507658,0,0,0,41411917,77127218,64611033,2,81240333,44036222,0.06,0.06,,
23819,Elemental Seaforium Charge,70,Consumable,Explosives and Devices,24000,6000,0,0,0,0,438796210,30335890,16589433,1,125167726,1337,0.5,0.5,,
23821,Zapthrottle Mote Extractor,61,Consumable,Explosives and Devices,60000,15000,199639801,200967900,3,3,142810292,116493286,137248792,1,136128056,22698299,1,1,,
23826,The Bigger One,65,Consumable,Explosives and Devices,12000,3000,0,0,0,0,0,94608163,115368607,2,96980518,14992941,0.1,0.1,,
23827,Super Sapper Charge,68,Consumable,Explosives and Devices,16000,4000,0,0,0,0,0,28956459,31424300,5,14511981,0,0,0,,
23841,Gnomish Flame Turret,70,Consumable,Explosives and Devices,12000,3000,1925119,1996100,1,1,1440842,6201861,3474733,3,5121622,5774765,0.75,0.25,,
30542,Dimensional Ripper - Area 52,70,Consumable,Explosives and Devices,20000,5000,0,0,0,0,0,229865812,229914875,1,264134820,110742018,0.03,0.03,,
30544,Ultrasafe Transporter: Toshley's Station,70,Consumable,Explosives and Devices,20000,5000,652530386,651106700,1,1,633304216,287871556,273595343,1,266543626,126382194,0.05,0.05,,
32413,Frost Grenade,65,Consumable,Explosives and Devices,10000,2500,0,0,0,0,0,2070067,1367166,25,3024180,88,0,0,,
34113,Field Repair Bot 110G,70,Consumable,Explosives and Devices,40000,10000,24980959,7.00E+06,45,4,16650048,20904684,29185245,33,19364638,11642133,1.36,0.08,,
37567,Healing Injector Kit,80,Consumable,Explosives and Devices,5405,1351,0,0,0,0,0,2133528,3868816,11,4632501,206827,0.91,0.07,,
40536,Explosive Decoy,80,Consumable,Explosives and Devices,4000,1000,430145,389000,37,2,553715,1097282,1097786,40,1554421,517746,0.42,0.02,,
40727,Gnomish Gravity Well,85,Consumable,Explosives and Devices,322031,80507,334336226,345404100,3,3,262890589,123287066,117730592,2,116067917,39479657,0.02,0.02,,
40768,MOLL-E,80,Consumable,Explosives and Devices,0,0,39974336,39990100,4,4,43091336,41765277,31152356,2,41821279,19000924,0.02,0.02,,
40769,Scrapbot Construction Kit,80,Consumable,Explosives and Devices,7500,1875,59829261,69093800,14,1,33857714,12086589,11408859,37,11610737,6586747,1.5,0.05,,
40771,Cobalt Frag Bomb,71,Consumable,Explosives and Devices,2400,600,10000,0,0,0,4953,1611509,1714705,8,4531139,954905,0.27,0.03,,
40772,Gnomish Army Knife,71,Consumable,Explosives and Devices,9027,2256,5005684,5009400,20,20,4170286,3520824,3359356,13,3937221,1527045,0.78,0.13,,
40892,Hammer Pick,10,Consumable,Explosives and Devices,3000,750,4249873,5823800,1,1,5522564,2445192,2959202,3,2688992,2902141,0.06,0.03,,
40893,Bladed Pickaxe,1,Consumable,Explosives and Devices,2500,625,6364766,8440100,1,1,7030865,4406167,5007156,3,6201964,2751966,0.02,0.02,,
41119,Saronite Bomb,75,Consumable,Explosives and Devices,1000,250,6924955,0,0,0,7715913,3243742,5189494,42,5155068,2983,2.75,0.05,,
41146,Sun Scope,75,Consumable,Explosives and Devices,200000,50000,121196950,0,0,0,106626625,42331782,32213557,2,32556576,17934091,0.04,0.04,,
41167,Heartseeker Scope,80,Consumable,Explosives and Devices,100000,25000,50882798,32725900,1,1,50855043,27224942,37131656,3,39999518,18919539,0.03,0.03,,
42546,Mana Injector Kit,80,Consumable,Explosives and Devices,5405,1351,4947256,0,0,0,1169330,3671530,2540397,32,5827395,243750,0.9,0.03,,
42641,Global Thermal Sapper Charge,75,Consumable,Explosives and Devices,20000,5000,0,0,0,0,0,3988292,4504900,38,2456029,5007,0,0,,
44739,Diamond-Cut Refractor Scope,75,Consumable,Explosives and Devices,140000,35000,7893318,50002500,1,1,1167671,2679621,3953081,7,3115780,2063399,0.2,0.04,,
47828,Goblin Beam Welder,80,Consumable,Explosives and Devices,1000,250,67411941,0,0,0,39417385,29843190,47417406,3,41036093,341250,0.04,0.04,,
48933,Wormhole Generator: Northrend,80,Consumable,Explosives and Devices,20000,5000,91927059,98805300,2,2,141461011,49111685,53350773,2,50072944,17259616,0.01,0.01,,
59594,Gnomish X-Ray Scope,85,Consumable,Explosives and Devices,100000,25000,0,0,0,0,0,98516669,109430061,2,112965085,50550382,0.02,0.02,,
59595,R19 Threatfinder,85,Consumable,Explosives and Devices,100000,25000,34813679,36855200,1,1,20190322,17217717,17684137,2,22275862,8375764,0.02,0.02,,
59596,Safety Catch Removal Kit,85,Consumable,Explosives and Devices,100000,25000,32609147,44504500,1,1,44840244,12504675,16672093,3,13018214,2805727,0.01,0.01,,
60223,High-Powered Bolt Gun,85,Consumable,Explosives and Devices,90000,22500,33700,0,0,0,65085656,24131922,33299642,2,42031546,13962196,0.02,0.02,,
60853,Volatile Seaforium Blastpack,81,Consumable,Explosives and Devices,3600,900,6709567240,0,0,0,13605200,7566855,6036970,11,7080937,388896,0.3,0.03,,
60854,Loot-A-Rang,85,Consumable,Explosives and Devices,90000,22500,53916598,58123100,2,2,85567559,107361670,95593701,2,105859168,65437690,0.07,0.07,,
63396,Big Daddy,85,Consumable,Explosives and Devices,3000,750,0,0,0,0,0,669884,671680,20,936087,0,0,0,,
70139,Flintlocke's Woodchucker,85,Consumable,Explosives and Devices,100000,25000,0,0,0,0,0,149302827,179804010,1,130862882,88813153,0.13,0.13,,
77529,Lord Blastington's Scope of Doom,90,Consumable,Explosives and Devices,100000,25000,98576265,99860000,24,11,62382356,47474615,52993385,2,50724069,51842996,0.06,0.06,,
77531,Mirror Scope,90,Consumable,Explosives and Devices,100000,25000,7753725,7930000,19,3,15774821,10641603,9991612,5,10910664,3667612,0.06,0.02,,
77532,Locksmith's Powderkeg,85,Consumable,Explosives and Devices,3600,900,186764974,195053400,1,1,156253043,34078733,31137264,9,57404844,952682,0.07,0.01,,
77589,G91 Landshark,90,Consumable,Explosives and Devices,0,2500,299030,220000,20,1,228878,245214,209130,21,249045,87449,0.26,0.02,,
87215,Wormhole Generator: Pandaria,90,Consumable,Explosives and Devices,20000,5000,43951132,39087500,1,1,48281953,66753458,73449996,1,73154817,38835288,0.03,0.03,,
87216,Thermal Anvil,90,Consumable,Explosives and Devices,0,250,101646,102000,18,18,157032,361871,299532,18,412223,236245,1.62,0.18,,
108745,Personal Hologram,1,Consumable,Explosives and Devices,0,300000,20148211,20749800,2,2,15632372,16854707,14328393,3,15981242,6566943,0.04,0.02,,
109120,Oglethorpe's Missile Splitter,100,Consumable,Explosives and Devices,120000,30000,4445000,0,0,0,2363335,10376057,7249311,3,10508766,6098615,0.03,0.03,,
109122,Megawatt Filament,100,Consumable,Explosives and Devices,1200000,300000,23805189,0,0,0,30571799,8778525,8402911,2,11135772,7070423,0.02,0.02,,
109167,Findle's Loot-A-Rang,100,Consumable,Explosives and Devices,90000,22500,15076070,16184000,2,2,13802333,14304755,13997537,3,14551843,7122477,0.04,0.02,,
109183,World Shrinker,1,Consumable,Explosives and Devices,30000,7500,5776893,5352100,1,1,27365357,16228201,15597272,3,16057596,10946556,0.03,0.03,,
109253,Ultimate Gnomish Army Knife,90,Consumable,Explosives and Devices,9027,2256,435062,359800,38,38,842352,1758285,1143491,12,2241820,953645,1.89,0.27,,
109574,GUMM-E,1,Consumable,Explosives and Devices,16000,4000,36597017,25017600,2,2,29530614,24877828,39592394,1,34990028,18035070,0.04,0.04,,
111820,Swapblaster,1,Consumable,Explosives and Devices,300000,75000,29750355,30498300,1,1,44071166,25749413,23984019,2,27290018,18096524,0.16,0.08,,
112059,Wormhole Centrifuge,100,Consumable,Explosives and Devices,20000,5000,25321421,16955000,4,4,32281466,14538739,20555816,3,17255897,10140624,0.01,0.01,,
115511,Bizmo's Big Bang Boom Bomb,100,Consumable,Explosives and Devices,5000,250,0,0,0,0,0,4814673,3056400,14,5454641,0,0,0,,
115512,Gazlowe's Gargantuan Grenade,100,Consumable,Explosives and Devices,5000,250,0,0,0,0,0,25300,0,0,10237519,0,0,0,,
118007,Mecha-Blast Rocket,100,Consumable,Explosives and Devices,6000,1500,21260,20000,181,30,7393,53217,41451,59,37244,15855,1.5,0.06,,
118008,Hemet's Heartseeker,100,Consumable,Explosives and Devices,1200000,300000,20728087,0,0,0,11503963,6633228,6315895,3,7027362,2905986,0.02,0.02,,
132509,Deployable Bullet Dispenser,80,Consumable,Explosives and Devices,4000,1000,116798395,119636300,2,1,91800221,18541462,23868835,4,19003988,9512955,0.06,0.02,,
132510,Gunpowder Charge,85,Consumable,Explosives and Devices,3000,750,938177,0,0,0,269977,2224469,2575925,53,2914793,688097,0.88,0.02,,
132511,Pump-Action Bandage Gun,110,Consumable,Explosives and Devices,3000,750,1.00E+08,1.00E+08,1,1,19673452,19899416,30100415,3,31336632,32683577,0.14,0.07,,
132513,Gunpack,105,Consumable,Explosives and Devices,3500,875,21254173,22164300,4,1,29404239,19091026,16663567,9,16870352,13350498,0.35,0.05,,
132514,Auto-Hammer,105,Consumable,Explosives and Devices,3500,875,7965922,7799900,301,12,5054263,6007897,5727597,150,5603755,3384080,21.42,0.21,,
132515,Failure Detection Pylon,105,Consumable,Explosives and Devices,3500,875,95989,84500,10,2,683061,2332771,2935914,23,2269168,572709,0.32,0.02,,
132516,Gunshoes,105,Consumable,Explosives and Devices,3500,875,4424067,0,0,0,3346625,5748370,5952396,64,5483256,2422647,2.22,0.06,,
132517,Intra-Dalaran Wormhole Generator,105,Consumable,Explosives and Devices,3500,875,289145710,349010700,2,1,303814513,126351115,142305591,2,178574119,19932079,0.01,0.01,,
132518,Blingtron's Circuit Design Tutorial,105,Consumable,Explosives and Devices,3500,875,99989764,0,0,0,109070689,64117229,62841315,3,60504495,42424562,0.08,0.04,,
132519,Trigger,105,Consumable,Explosives and Devices,3500,875,624208104,604107200,3,3,543080794,254126675,270674701,1,252703822,47175253,0.01,0.01,,
132524,Reaves Module: Wormhole Generator Mode,105,Consumable,Explosives and Devices,3500,875,1402252795,0,0,0,1560001102,594758853,696373576,1,531931585,103165452,0.04,0.04,,
132525,Reaves Module: Repair Mode,105,Consumable,Explosives and Devices,3500,875,147239025,60001300,2,2,227212865,213996169,240709939,1,253724009,88574056,0.02,0.02,,
132526,Reaves Module: Failure Detection Mode,105,Consumable,Explosives and Devices,3500,875,229186054,0,0,0,222107764,187098951,142255800,1,179335405,65413861,0.02,0.02,,
132528,Reaves Module: Fireworks Display Mode,105,Consumable,Explosives and Devices,3500,875,270048671,300783400,1,1,209969561,210801352,277113286,1,189040933,126594011,0.04,0.04,,
132530,Reaves Module: Bling Mode,105,Consumable,Explosives and Devices,3500,875,0,0,0,0,1023935358,315243158,301527827,1,365478854,224416641,0.03,0.03,,
132531,Reaves Module: Piloted Combat Mode,105,Consumable,Explosives and Devices,3500,875,0,0,0,0,0,4920077900,5163426920,1,3008366039,350002179,0,0,,
136851,Commander Domitille's Helm,1,Consumable,Explosives and Devices,0,0,0,0,0,0,3503442900,113183023,1.10E+08,1,3201981917,0,0,0,,
151652,Wormhole Generator: Argus,110,Consumable,Explosives and Devices,0,5000,0,0,0,0,86461150,32867061,33967065,2,31143327,18825232,0.03,0.03,,
153487,Organic Discombobulation Grenade,1,Consumable,Explosives and Devices,0,0,663745,501600,323,16,328651,739429,699450,117,188111,68832,4.4,0.11,,
153490,F.R.I.E.D.,1,Consumable,Explosives and Devices,0,0,893069,6.00E+05,1794,41,477743,464926,344812,145,314486,115518,11.88,0.18,,
153494,Thermo-Accelerated Plague Spreader,1,Consumable,Explosives and Devices,0,0,210900,80000,296,34,1011231,266720,186535,53,261584,101972,3.48,0.12,,
153510,Interdimensional Companion Repository,1,Consumable,Explosives and Devices,0,0,691237,1.00E+05,34,7,784552,1415033,1351812,31,1468947,643221,0.72,0.04,,
153512,XA-1000 Surface Skimmer,1,Consumable,Explosives and Devices,12500,3125,930658,99000,58,14,1598873,1355121,623920,24,1357475,274963,1.43,0.11,,
153573,Electroshock Mount Motivator,1,Consumable,Explosives and Devices,0,0,1554407,505500,87,87,1608817,1518141,1243820,19,1462304,782321,1.08,0.12,,
153597,Deployable Attire Rearranger,1,Consumable,Explosives and Devices,0,0,193612,1.00E+05,92,12,209660,296482,250723,91,259693,145670,3.85,0.11,,
158212,Crow's Nest Scope,110,Consumable,Explosives and Devices,1200000,50000,2494938,1250000,121,24,1360555,4102560,3489459,37,3136635,1427453,5.75,0.25,,
158327,Monelite Scope of Alacrity,100,Consumable,Explosives and Devices,120000,30000,313695,250000,135,15,347066,1151019,844920,52,1060619,437120,1.2,0.06,,
158379,Unstable Temporal Time Shifter,1,Consumable,Explosives and Devices,0,0,261578,2.00E+05,318,12,866613,1555810,1156825,110,1271380,612805,3.64,0.07,,
159827,Bomb-samdi Mojo Bombs,110,Consumable,Explosives and Devices,0,0,41736,5000,109,12,54505,96642,87336,41,114769,32155,0.48,0.02,,
160560,Piece of Wreckage,1,Consumable,Explosives and Devices,0,2,0,0,0,0,0,188,0,0,128,0,0,0,,
163558,Sporonite Bomb,120,Consumable,Explosives and Devices,469000,10000,5665000,0,0,0,29724647,28355233,28387538,2,34321819,16791081,0.05,0.05,,
168807,Wormhole Generator: Kul Tiras,120,Consumable,Explosives and Devices,20000,5000,2662435,1980000,37,37,10694866,5099380,5115292,11,6567871,1623319,0.16,0.04,,
168808,Wormhole Generator: Zandalar,120,Consumable,Explosives and Devices,20000,5000,7844508,10820000,27,27,13091660,7136667,5393137,9,8316215,2485590,0.12,0.03,,
169858,"""Bee Bee"" Gun",1,Consumable,Explosives and Devices,0,1,128860,100100,16,16,299611,2534169,1088374,13,1650116,188254,0.32,0.04,,
118,Minor Healing Potion,5,Consumable,Potion,20,5,44429,65000,164,9,23382,42852,28101,30,51923,13358,2.09,0.11,,
858,Lesser Healing Potion,13,Consumable,Potion,100,25,4101,2900,122,10,9516,24115,15214,39,28298,16961,1.47,0.07,,
929,Healing Potion,22,Consumable,Potion,300,75,10883,650100,20,1,24241,27735,18510,34,37839,13919,2.04,0.12,,
1710,Greater Healing Potion,31,Consumable,Potion,500,125,21733,20100,6,3,21250,46002,34298,29,40774,18649,2.52,0.18,,
2455,Minor Mana Potion,15,Consumable,Potion,40,10,10321,8000,74,8,16554,56237,34202,19,54317,16117,0.45,0.05,,
2456,Minor Rejuvenation Potion,15,Consumable,Potion,60,15,4164,2500,36,3,99185,88403,88362,18,58505,23780,0.52,0.04,,
2459,Swiftness Potion,15,Consumable,Potion,100,25,154222,90000,565,39,62640,187283,231005,226,118326,67325,58.48,0.43,,
3385,Lesser Mana Potion,24,Consumable,Potion,120,30,16311,8600,156,10,39396,27370,12130,21,41711,12961,0.77,0.07,,
3386,Potion of Curing,55,Consumable,Potion,140,35,0,0,0,0,105,1014643,1046254,4,961298,2169705,0.39,0.13,,
3387,Limited Invulnerability Potion,50,Consumable,Potion,120,30,0,0,0,0,0,124192894,97965586,3,48134242,1500521,0.05,0.05,,
3823,Lesser Invisibility Potion,33,Consumable,Potion,400,100,939600,1084300,47,2,540903,767305,751583,39,914045,542043,3.45,0.15,,
3827,Mana Potion,32,Consumable,Potion,480,120,26995,10000,106,6,66775,60598,61317,16,83642,35267,1.17,0.13,,
3928,Superior Healing Potion,45,Consumable,Potion,1000,250,17617,4300,155,9,22594,40797,29175,44,52590,20127,2.4,0.12,,
4596,Discolored Healing Potion,15,Consumable,Potion,100,25,100999262,0,0,0,65537675,5096755,4816033,1,16141462,0,0,0,,
4623,Lesser Stoneshield Potion,43,Consumable,Potion,1500,375,0,0,0,0,0,23601766,378552966,5,12922680,0,0,0,,
5631,Rage Potion,14,Consumable,Potion,120,30,23777150,28912300,19,2,6915822,10202073,11428533,8,5218842,1316529,0.28,0.07,,
5633,Great Rage Potion,35,Consumable,Potion,600,150,105764888,109654100,1,1,160349934,75294939,70235200,4,90609823,400847,0.03,0.01,,
5634,Free Action Potion,30,Consumable,Potion,300,75,1184312,1.00E+06,3,1,3722566,2800948,3224330,9,2911883,1532749,0.48,0.08,,
6048,Shadow Protection Potion,27,Consumable,Potion,400,100,60871905,59999900,45,4,38199246,10638739,15301680,14,13279404,1504855,0.33,0.03,,
6049,Fire Protection Potion,33,Consumable,Potion,680,170,1638855,2500200,1,1,94384306,39526003,32705342,4,44852397,4607497,0.44,0.11,,
6050,Frost Protection Potion,38,Consumable,Potion,1200,300,32716883,38435900,2,2,23345735,8379862,8493875,6,7431309,2568352,0.15,0.03,,
6051,Holy Protection Potion,20,Consumable,Potion,250,62,5300100,0,0,0,2737322,1189365,1024884,10,1451973,524464,0.24,0.03,,
