Id,Name,Level,Class,SubClass,VendorBuy,VendorSell,MarketValue,MinBuyout,Quantity,NumAuctions,HistoricalPrice,RegionMarketAvg,RegionMinBuyoutAvg,RegionQuantity,RegionHistoricalPrice,RegionSaleAvg,RegionAvgDailySold,RegionSaleRate,,0.12400874
1710,Greater Healing Potion,31,Consumable,Potion,500,125,20469,20000,28,6,13243,39936,24940,19,40239,19877,2.85,0.19,,
2455,Minor Mana Potion,15,Consumable,Potion,40,10,6960,5000,28,6,17147,47797,21676,14,54525,11931,0.45,0.05,,
2456,Minor Rejuvenation Potion,15,Consumable,Potion,60,15,12234,20100,7,1,86797,92528,89037,13,58081,16736,0.56,0.04,,
2459,Swiftness Potion,15,Consumable,Potion,100,25,104855,49500,1037,54,67282,189392,119648,183,119489,69400,61.06,0.43,,
3385,Lesser Mana Potion,24,Consumable,Potion,120,30,10693,6000,161,11,36151,28617,20764,16,40718,12566,0.84,0.07,,
3386,Potion of Curing,55,Consumable,Potion,140,35,590764,626500,16,2,227983,1138522,1147362,7,975197,2169705,0.39,0.13,,
3387,Limited Invulnerability Potion,50,Consumable,Potion,120,30,0,0,0,0,0,124021957,139828180,2,55563085,1500521,0.1,0.05,,
3823,Lesser Invisibility Potion,33,Consumable,Potion,400,100,1125441,100,26,2,552223,750251,795051,27,903702,530562,3.45,0.15,,
3827,Mana Potion,32,Consumable,Potion,480,120,15420,10000,36,4,61046,56571,43880,14,82651,34673,1.3,0.13,,
3928,Superior Healing Potion,45,Consumable,Potion,1000,250,32464,12600,268,10,22051,36907,24758,33,50806,20139,2.73,0.13,,
4596,Discolored Healing Potion,15,Consumable,Potion,100,25,101928423,0,0,0,65537675,3776817,5167100,1,16366599,0,0,0,,
4623,Lesser Stoneshield Potion,43,Consumable,Potion,1500,375,0,0,0,0,0,28007590,524937500,1,13389022,0,0,0,,
5631,Rage Potion,14,Consumable,Potion,120,30,22667257,32640900,1,1,9179439,10089059,11466494,5,5261203,1260018,0.36,0.09,,
